chr_id	gene_id	treatment	control
5	AT5G54230	0.014237045	0.010687568
5	AT5G54680	63.37529572	71.26814345
5	AT5G55020	0.060051272	0.017934592
5	AT5G55690	0	0.017652502
5	AT5G56200	0.110956725	0.08526859
5	AT5G56270	6.743355585	13.07073328
5	AT5G56620	0.038819327	0.113331656
5	AT5G56780	1.554322425	3.667196672
5	AT5G56840	6.394868415	3.022675306
5	AT5G56860	20.98153466	8.437157079
5	AT5G56960	0.273579746	0.124637945
5	AT5G57150	3.875892008	2.925391312
5	AT5G57390	0.615407462	2.03418723
5	AT5G57520	0.127165535	0.642379685
5	AT5G57660	116.2592108	93.59812372
5	AT5G57720	0.027894464	0.022957021
5	AT5G58080	0.025950216	0.09429222
5	AT5G58340	2.328432696	3.750213253
5	AT5G58620	6.332252883	5.911702609
5	AT5G58900	4.955755599	23.31232491
5	AT5G59340	0.479586537	2.730381677
5	AT5G59450	8.317482275	19.4950576
5	AT5G59570	0.22917516	6.00086109
5	AT5G59780	36.63070663	11.5090919
5	AT5G59820	18.0604406	54.45716725
5	AT5G60120	2.724513662	5.228603504
5	AT5G60130	0.080856188	0.41166562
5	AT5G60140	0.030199792	0.725491622
5	AT5G60142	0.404243678	0.637308816
5	AT5G60200	2.542784007	5.250407826
5	AT5G60440	1.986492098	0.520078233
5	AT5G60450	11.90186556	10.25626017
5	AT5G60470	0.249619611	0.450237588
5	AT5G60690	5.884572817	6.406441076
5	AT5G60830	0.07715081	0.045399644
5	AT5G60850	23.46221137	30.15554119
5	AT5G60890	13.81676957	14.76433719
5	AT5G60910	4.655385356	13.29832532
5	AT5G60970	8.531383412	8.729743073
5	AT5G61270	8.859421153	7.685274101
5	AT5G61420	27.58296877	44.42520043
5	AT5G61430	0.89823527	1.262939332
5	AT5G61590	69.50776031	248.4290166
5	AT5G61600	10.48476073	213.738101
5	AT5G61620	0	0.015432062
5	AT5G61890	0.108064315	0.168055178
5	AT5G62000	18.20270832	24.07317401
5	AT5G62020	7.704367542	13.49274095
5	AT5G62165	1.091627597	0.195788125
5	AT5G62320	0	0.063070963
5	AT5G62380	0.888060098	1.065761953
5	AT5G62430	31.01630373	18.30150558
5	AT5G62470	2.188141819	13.64508758
5	AT5G62610	26.12980055	26.11927282
5	AT5G62940	2.270242357	4.03755057
5	AT5G63090	0.003496179	0.005745469
5	AT5G63260	3.224247918	4.975807836
5	AT5G63280	11.80679686	12.17114662
5	AT5G63420	11.38014832	19.92256924
5	AT5G63470	14.39051067	21.51833181
5	AT5G63790	35.15765932	54.55586159
5	AT5G64060	0.48732344	1.438959766
5	AT5G64220	3.413028304	5.53774642
5	AT5G64530	2.672537439	1.799946212
5	AT5G64750	0.319737592	0.394171365
5	AT5G64810	3.638872242	0.662711472
5	AT5G65050	9.274320068	11.88748696
5	AT5G65060	4.688029164	4.97725254
5	AT5G65070	0.063202073	0.314679084
5	AT5G65080	0.040278718	0.04354473
5	AT5G65130	0.152623708	0.210724955
5	AT5G65210	2.84971055	2.459181095
5	AT5G65230	0.105732165	0.117746685
5	AT5G65310	9.898252774	37.77156301
5	AT5G65320	0.127747277	0.327606662
5	AT5G65410	3.63615088	3.520515008
5	AT5G65510	0.042039902	0.071402653
5	AT5G65590	2.170819397	4.213417922
5	AT5G65640	1.206718392	3.496190694
5	AT5G65790	0	0.009587895
5	AT5G66300	0.695207586	1.201407314
5	AT5G66320	4.842934256	5.804495269
5	AT5G66350	1.545027576	1.433335308
5	AT5G66700	0.01835244	0.119435395
5	AT5G66730	16.46962841	19.15827961
5	AT5G66770	4.035316272	4.460489956
5	AT5G66870	0.055503432	0.150274228
5	AT5G66980	0	0.029297884
5	AT5G67010	0.033627376	0
5	AT5G67060	0	0.187354397
5	AT5G67110	0.26056954	0.534384223
5	AT5G67180	5.115932303	6.371219359
5	AT5G67190	8.878346698	5.675844672
5	AT5G67300	67.92285403	193.8563891
5	AT5G67411	0.128007902	0.020269525
5	AT5G67420	67.82433265	96.67331928
5	AT5G67450	1.204738439	16.54592923
5	AT5G67580	8.155891267	8.105042695
